Geneid	Chr	Start	End	Strand	Length	Mnt_Ac4_S8
PFLU_1992	NC_012660.1	2162674	2164029	-	1356	157
PFLU_1993	NC_012660.1	2164333	2165334	+	1002	451
PFLU_1994	NC_012660.1	2165453	2166367	-	915	149
PFLU_1995	NC_012660.1	2166493	2167248	+	756	1859
PFLU_1996	NC_012660.1	2167344	2167586	+	243	348
PFLU_1997	NC_012660.1	2167600	2168970	+	1371	2067
PFLU_1998	NC_012660.1	2168970	2169839	+	870	913
PFLU_1999	NC_012660.1	2169839	2170810	+	972	933
PFLU_2000	NC_012660.1	2170925	2172244	+	1320	356
PFLU_2001	NC_012660.1	2172420	2173598	+	1179	241
PFLU_2002	NC_012660.1	2173735	2175036	+	1302	458
PFLU_2003	NC_012660.1	2175211	2175606	-	396	66
PFLU_2004	NC_012660.1	2175709	2175894	-	186	232
PFLU_2009	NC_012660.1	2177585	2178958	+	1374	1242
PFLU_2010	NC_012660.1	2178993	2179427	+	435	532
PFLU_2011	NC_012660.1	2179602	2180639	+	1038	71
PFLU_2012	NC_012660.1	2180655	2182064	+	1410	80
PFLU_2013	NC_012660.1	2182306	2183712	+	1407	79
PFLU_2014	NC_012660.1	2184426	2185337	-	912	245
PFLU_2015	NC_012660.1	2185498	2186793	+	1296	218
PFLU_2016	NC_012660.1	2186943	2188448	+	1506	206
PFLU_2019	NC_012660.1	2189369	2189983	+	615	687
PFLU_2020	NC_012660.1	2190129	2190350	+	222	174
PFLU_2021	NC_012660.1	2190795	2192432	+	1638	54
PFLU_2022	NC_012660.1	2192523	2194529	+	2007	75
PFLU_2023	NC_012660.1	2194604	2195563	+	960	13
PFLU_2024	NC_012660.1	2195560	2195679	-	120	0
PFLU_2025	NC_012660.1	2195792	2196955	-	1164	101
PFLU_2026	NC_012660.1	2196955	2198760	-	1806	119
PFLU_2027	NC_012660.1	2199019	2199747	+	729	1995
PFLU_2028	NC_012660.1	2200138	2200593	+	456	654
PFLU_2029	NC_012660.1	2200691	2201029	+	339	345
PFLU_2030	NC_012660.1	2201029	2201397	+	369	498
PFLU_2031	NC_012660.1	2201400	2203166	-	1767	216
PFLU_2032	NC_012660.1	2203288	2205366	-	2079	6362
PFLU_2033	NC_012660.1	2205505	2206464	+	960	452
PFLU_2034	NC_012660.1	2206604	2207254	-	651	80
PFLU_2035	NC_012660.1	2207288	2208274	-	987	64
PFLU_2036	NC_012660.1	2208274	2209071	-	798	45
PFLU_2037	NC_012660.1	2209061	2209894	-	834	37
PFLU_2038	NC_012660.1	2209894	2210733	-	840	37
PFLU_2039	NC_012660.1	2210827	2211900	-	1074	239
PFLU_2040	NC_012660.1	2212245	2212958	+	714	165
PFLU_2041	NC_012660.1	2213121	2214032	-	912	142
PFLU_2042	NC_012660.1	2214035	2214931	-	897	200
PFLU_2043	NC_012660.1	2214931	2215674	-	744	284
PFLU_2044	NC_012660.1	2215674	2216591	-	918	145
PFLU_2045	NC_012660.1	2216614	2217171	-	558	287
PFLU_2046	NC_012660.1	2217171	2217497	-	327	71
PFLU_2047	NC_012660.1	2217497	2218030	-	534	70
PFLU_2048	NC_012660.1	2218030	2219229	-	1200	277
PFLU_2049	NC_012660.1	2219518	2220933	+	1416	195
PFLU_2050	NC_012660.1	2220933	2221544	+	612	74
PFLU_2051	NC_012660.1	2221677	2222609	-	933	108
PFLU_2052	NC_012660.1	2222646	2223575	-	930	39
PFLU_2053	NC_012660.1	2223857	2224303	-	447	41
PFLU_2054	NC_012660.1	2224398	2224766	+	369	94
PFLU_2055	NC_012660.1	2224761	2225861	-	1101	69
PFLU_2056	NC_012660.1	2225876	2227060	-	1185	17
PFLU_2057	NC_012660.1	2227101	2228240	-	1140	11
PFLU_2058	NC_012660.1	2228253	2228813	-	561	4
PFLU_2060	NC_012660.1	2229717	2230874	+	1158	988
PFLU_2061	NC_012660.1	2230927	2232732	+	1806	1541
PFLU_2062	NC_012660.1	2232897	2233175	-	279	278
PFLU_2063	NC_012660.1	2233343	2234227	-	885	62
PFLU_2064	NC_012660.1	2240445	2242334	+	1890	189
PFLU_2065	NC_012660.1	2242342	2242776	-	435	47
PFLU_2066	NC_012660.1	2242839	2243303	+	465	894
PFLU_2067	NC_012660.1	2243438	2245792	+	2355	215
PFLU_2068	NC_012660.1	2245865	2246440	+	576	80
PFLU_2069	NC_012660.1	2246456	2247085	+	630	126
PFLU_2070	NC_012660.1	2247190	2247825	+	636	537
PFLU_2071	NC_012660.1	2247891	2248937	-	1047	424
PFLU_2072	NC_012660.1	2248963	2250369	-	1407	942
PFLU_2073	NC_012660.1	2250372	2251802	-	1431	600
PFLU_2074	NC_012660.1	2251802	2252902	-	1101	233
PFLU_2075	NC_012660.1	2252896	2254110	-	1215	317
PFLU_2076	NC_012660.1	2254122	2255447	-	1326	217
PFLU_2077	NC_012660.1	2255440	2256627	-	1188	356
PFLU_2078	NC_012660.1	2256630	2258618	-	1989	652
PFLU_2079	NC_012660.1	2258637	2259410	-	774	274
PFLU_2080	NC_012660.1	2259443	2260351	-	909	152
PFLU_2081	NC_012660.1	2260356	2261813	-	1458	309
PFLU_2082	NC_012660.1	2261816	2263252	-	1437	406
PFLU_2084	NC_012660.1	2263985	2264611	+	627	784
PFLU_2085	NC_012660.1	2265213	2265890	-	678	196
PFLU_2086	NC_012660.1	2265942	2266982	+	1041	348
PFLU_2087	NC_012660.1	2266922	2267833	-	912	801
PFLU_2088	NC_012660.1	2267961	2269790	-	1830	1427
PFLU_2089	NC_012660.1	2269780	2270577	-	798	1929
PFLU_2090	NC_012660.1	2270894	2271532	+	639	977
PFLU_2091	NC_012660.1	2271639	2272781	+	1143	788
PFLU_2092	NC_012660.1	2272781	2273506	+	726	409
PFLU_2093	NC_012660.1	2273520	2274242	+	723	293
PFLU_2094	NC_012660.1	2274242	2275375	+	1134	644
PFLU_2095	NC_012660.1	2275383	2276153	+	771	423
PFLU_2096	NC_012660.1	2276166	2277392	+	1227	1122
PFLU_2097	NC_012660.1	2277392	2278003	+	612	342
PFLU_2098	NC_012660.1	2278103	2278744	+	642	1111
PFLU_2099	NC_012660.1	2279017	2279823	+	807	73
PFLU_2100	NC_012660.1	2279997	2280248	+	252	128
PFLU_2101	NC_012660.1	2280471	2281397	+	927	65
PFLU_2102	NC_012660.1	2281462	2282610	-	1149	746
PFLU_2104	NC_012660.1	2282906	2283943	+	1038	264
PFLU_2105	NC_012660.1	2284249	2286264	+	2016	47
PFLU_2106	NC_012660.1	2286267	2287100	+	834	6
PFLU_2107	NC_012660.1	2287096	2287872	+	777	19
PFLU_2108	NC_012660.1	2287890	2290037	+	2148	160
PFLU_2109	NC_012660.1	2290053	2291285	-	1233	166
PFLU_2110	NC_012660.1	2291316	2292518	-	1203	112
PFLU_2111	NC_012660.1	2292518	2293783	-	1266	420
PFLU_2112	NC_012660.1	2293978	2294598	-	621	67
PFLU_2113	NC_012660.1	2294605	2295078	-	474	49
PFLU_2114	NC_012660.1	2295078	2295272	-	195	36
PFLU_2115	NC_012660.1	2295272	2295655	-	384	138
PFLU_2116	NC_012660.1	2295773	2296126	-	354	8
PFLU_2118	NC_012660.1	2297237	2298313	-	1077	176
PFLU_2119	NC_012660.1	2298472	2298771	+	300	153
PFLU_2120	NC_012660.1	2298774	2299082	+	309	55
PFLU_2121	NC_012660.1	2299085	2299750	+	666	136
PFLU_2122	NC_012660.1	2299750	2301108	+	1359	111
PFLU_2123	NC_012660.1	2301183	2303327	-	2145	123
PFLU_2124	NC_012660.1	2303554	2304873	+	1320	34
PFLU_2125	NC_012660.1	2305091	2306767	+	1677	162
PFLU_2126	NC_012660.1	2307059	2308369	-	1311	29
PFLU_2127	NC_012660.1	2308594	2308854	+	261	12
PFLU_2128	NC_012660.1	2308875	2310089	+	1215	74
PFLU_2129	NC_012660.1	2310197	2311261	+	1065	537
PFLU_2130	NC_012660.1	2311270	2311449	-	180	42
PFLU_2131	NC_012660.1	2311544	2311735	-	192	69
PFLU_2132	NC_012660.1	2311741	2311869	-	129	10
PFLU_2133	NC_012660.1	2311974	2312324	-	351	4324
PFLU_2134	NC_012660.1	2312481	2313296	+	816	1275
PFLU_2135	NC_012660.1	2313360	2314010	-	651	561
PFLU_2136	NC_012660.1	2314127	2314633	+	507	95
PFLU_2137	NC_012660.1	2314698	2316686	-	1989	354
PFLU_2138	NC_012660.1	2316686	2318416	-	1731	1262
PFLU_2139	NC_012660.1	2318586	2319803	-	1218	134
PFLU_2140	NC_012660.1	2320032	2321183	+	1152	55
PFLU_2141	NC_012660.1	2321317	2322216	-	900	98
PFLU_2142	NC_012660.1	2322351	2322599	+	249	20
PFLU_2143	NC_012660.1	2322631	2323377	+	747	190
PFLU_2144	NC_012660.1	2323934	2324689	-	756	208
PFLU_2145	NC_012660.1	2324881	2325576	+	696	168
PFLU_2146	NC_012660.1	2325583	2326422	+	840	249
PFLU_2147	NC_012660.1	2326542	2327513	+	972	478
PFLU_2148	NC_012660.1	2327616	2328698	+	1083	321
PFLU_2149	NC_012660.1	2328830	2329681	-	852	213
PFLU_2150	NC_012660.1	2329966	2331144	-	1179	468
PFLU_2151	NC_012660.1	2331159	2331815	-	657	231
PFLU_2152	NC_012660.1	2331853	2332548	-	696	415
PFLU_2153	NC_012660.1	2332683	2333579	+	897	60
PFLU_2154	NC_012660.1	2333686	2334012	-	327	3008
PFLU_2155	NC_012660.1	2334521	2335363	-	843	1313
PFLU_2156	NC_012660.1	2335375	2335812	-	438	1020
PFLU_2157	NC_012660.1	2335947	2337893	-	1947	375
PFLU_2158	NC_012660.1	2338064	2339209	-	1146	129
PFLU_2159	NC_012660.1	2339352	2340971	-	1620	366
PFLU_2160	NC_012660.1	2341040	2342683	-	1644	334
PFLU_2161	NC_012660.1	2342813	2343703	+	891	64
PFLU_2162	NC_012660.1	2343766	2344860	-	1095	62
PFLU_2163	NC_012660.1	2344882	2346225	-	1344	82
PFLU_2164	NC_012660.1	2346240	2346794	-	555	27
PFLU_2165	NC_012660.1	2347075	2347563	+	489	43
PFLU_2167	NC_012660.1	2348247	2348552	+	306	307
PFLU_2168	NC_012660.1	2348677	2348946	-	270	48
PFLU_2169	NC_012660.1	2349059	2350570	-	1512	834
PFLU_2170	NC_012660.1	2350729	2351709	+	981	2505
PFLU_2171	NC_012660.1	2351824	2352441	+	618	34
PFLU_2172	NC_012660.1	2352500	2353669	-	1170	157
PFLU_2173	NC_012660.1	2353687	2354571	-	885	9
PFLU_2174	NC_012660.1	2354687	2356633	-	1947	147
PFLU_2175	NC_012660.1	2357443	2357841	+	399	163
PFLU_2176	NC_012660.1	2357884	2358225	+	342	104
PFLU_2177	NC_012660.1	2358235	2358843	+	609	61
PFLU_2178	NC_012660.1	2359344	2362046	+	2703	500
PFLU_2179	NC_012660.1	2362066	2362779	+	714	81
PFLU_2180	NC_012660.1	2363073	2363696	+	624	385
PFLU_2181	NC_012660.1	2363706	2367323	+	3618	400
PFLU_2182	NC_012660.1	2367430	2367870	+	441	69
PFLU_2183	NC_012660.1	2367873	2368688	-	816	380
PFLU_2184	NC_012660.1	2368937	2370016	-	1080	222
PFLU_2185	NC_012660.1	2370613	2371371	+	759	565
PFLU_2186	NC_012660.1	2371375	2371797	+	423	87
PFLU_2187	NC_012660.1	2371797	2372021	+	225	300
PFLU_2188	NC_012660.1	2372164	2372526	+	363	108
PFLU_2189	NC_012660.1	2372682	2373320	+	639	1447
PFLU_2190	NC_012660.1	2373325	2375145	+	1821	411
PFLU_2191	NC_012660.1	2375181	2375738	+	558	366
PFLU_2193	NC_012660.1	2376431	2376898	-	468	74
PFLU_2195	NC_012660.1	2377821	2378441	-	621	77
PFLU_2196	NC_012660.1	2378496	2379797	-	1302	131
PFLU_2197	NC_012660.1	2379811	2380275	-	465	42
PFLU_2198	NC_012660.1	2380275	2381582	-	1308	289
PFLU_2199	NC_012660.1	2382040	2383353	-	1314	70
PFLU_2200	NC_012660.1	2383366	2384562	-	1197	28
PFLU_2201	NC_012660.1	2384571	2385884	-	1314	47
PFLU_2202	NC_012660.1	2385884	2388406	-	2523	117
PFLU_2203	NC_012660.1	2388515	2389213	-	699	12
PFLU_2204	NC_012660.1	2389362	2390381	+	1020	70
PFLU_2205	NC_012660.1	2390378	2391862	+	1485	211
PFLU_2206	NC_012660.1	2391865	2392644	-	780	238
PFLU_2207	NC_012660.1	2392750	2393586	-	837	29
PFLU_2208	NC_012660.1	2393599	2394333	-	735	231
PFLU_2209	NC_012660.1	2394623	2395705	+	1083	190
PFLU_2210	NC_012660.1	2395719	2396852	-	1134	129
PFLU_2211	NC_012660.1	2396848	2397822	-	975	198
PFLU_2212	NC_012660.1	2397801	2398817	-	1017	57
PFLU_2213	NC_012660.1	2398817	2399794	-	978	14
PFLU_2214	NC_012660.1	2399794	2400705	-	912	26
PFLU_2215	NC_012660.1	2400705	2402063	-	1359	324
PFLU_2216	NC_012660.1	2402097	2404529	-	2433	119
PFLU_2218	NC_012660.1	2404840	2405829	+	990	79
PFLU_2219	NC_012660.1	2405939	2407276	-	1338	80
PFLU_2220	NC_012660.1	2407594	2409174	+	1581	89
PFLU_2221	NC_012660.1	2409174	2410148	+	975	18
PFLU_2222	NC_012660.1	2410151	2410975	+	825	52
PFLU_2223	NC_012660.1	2410975	2412618	+	1644	101
PFLU_2224	NC_012660.1	2412614	2413486	+	873	50
PFLU_2225	NC_012660.1	2413809	2416007	+	2199	142
PFLU_2226	NC_012660.1	2416025	2417071	+	1047	31
PFLU_2227	NC_012660.1	2417071	2417988	+	918	86
PFLU_2228	NC_012660.1	2417988	2418452	+	465	0
PFLU_2229	NC_012660.1	2418517	2419374	-	858	22
PFLU_2230	NC_012660.1	2419631	2420473	+	843	45
PFLU_2231	NC_012660.1	2420538	2421386	+	849	82
PFLU_2232	NC_012660.1	2421386	2422807	+	1422	198
PFLU_2233	NC_012660.1	2422807	2424015	+	1209	10
PFLU_2234	NC_012660.1	2424015	2424746	+	732	6
PFLU_2235	NC_012660.1	2424739	2425521	+	783	5
PFLU_2236	NC_012660.1	2425511	2426344	+	834	16
PFLU_2237	NC_012660.1	2426365	2426958	+	594	9
PFLU_2238	NC_012660.1	2426958	2427611	+	654	15
PFLU_2239	NC_012660.1	2427636	2430389	+	2754	99
PFLU_2240	NC_012660.1	2430423	2431187	-	765	28
PFLU_2242	NC_012660.1	2432792	2433676	-	885	94
PFLU_2243	NC_012660.1	2433924	2434709	+	786	29
PFLU_2244	NC_012660.1	2434928	2435542	+	615	9
PFLU_2245	NC_012660.1	2435568	2437172	-	1605	479
PFLU_2246	NC_012660.1	2437717	2438232	-	516	18
PFLU_2248	NC_012660.1	2438823	2439476	-	654	1267
PFLU_2249	NC_012660.1	2439557	2441161	+	1605	508
PFLU_2250	NC_012660.1	2441288	2441611	+	324	1110
PFLU_2251	NC_012660.1	2441907	2442071	+	165	25
PFLU_2252	NC_012660.1	2442451	2442891	+	441	593
PFLU_2253	NC_012660.1	2442899	2443483	+	585	95
PFLU_2254	NC_012660.1	2443804	2445147	+	1344	762
PFLU_2255	NC_012660.1	2445170	2445844	-	675	120
PFLU_2257	NC_012660.1	2446347	2447105	+	759	154
PFLU_2258	NC_012660.1	2447234	2448244	+	1011	183
PFLU_2260	NC_012660.1	2449195	2449593	+	399	21
PFLU_2261	NC_012660.1	2449927	2450508	+	582	427
PFLU_2262	NC_012660.1	2450819	2452438	-	1620	142
PFLU_2263	NC_012660.1	2453266	2453709	+	444	71
PFLU_2264	NC_012660.1	2453980	2455386	+	1407	791
PFLU_2265	NC_012660.1	2455386	2456459	+	1074	35
PFLU_2266	NC_012660.1	2456908	2458002	+	1095	255
PFLU_2267	NC_012660.1	2458030	2461758	+	3729	448
PFLU_2268	NC_012660.1	2461792	2463372	-	1581	133
PFLU_2269	NC_012660.1	2463375	2464625	-	1251	171
PFLU_2270	NC_012660.1	2464889	2466226	-	1338	408
PFLU_2271	NC_012660.1	2466246	2468474	-	2229	2348
PFLU_2272	NC_012660.1	2468477	2468929	-	453	953
PFLU_2273	NC_012660.1	2469514	2470296	+	783	492
PFLU_2274	NC_012660.1	2470257	2471069	-	813	35
PFLU_2275	NC_012660.1	2471145	2471867	-	723	19
PFLU_2276	NC_012660.1	2471882	2472154	+	273	3
PFLU_2277	NC_012660.1	2472215	2473366	+	1152	120
PFLU_2278	NC_012660.1	2473441	2475048	+	1608	131
PFLU_2279	NC_012660.1	2475092	2476126	+	1035	45
PFLU_2280	NC_012660.1	2476175	2477782	+	1608	98
PFLU_2281	NC_012660.1	2477836	2478750	+	915	51
PFLU_2282	NC_012660.1	2478767	2479603	+	837	45
PFLU_2283	NC_012660.1	2479618	2480391	+	774	55
PFLU_2284	NC_012660.1	2480595	2481503	+	909	32
PFLU_2285	NC_012660.1	2481598	2481963	+	366	8
PFLU_2286	NC_012660.1	2482007	2483806	+	1800	147
PFLU_2287	NC_012660.1	2483892	2484791	-	900	32
PFLU_2288	NC_012660.1	2484931	2486262	+	1332	66
PFLU_2289	NC_012660.1	2486262	2487533	+	1272	257
PFLU_2290	NC_012660.1	2487594	2489273	-	1680	1143
PFLU_2291	NC_012660.1	2490236	2491174	-	939	56
PFLU_2292	NC_012660.1	2491284	2492780	+	1497	92
PFLU_2293	NC_012660.1	2493022	2493957	+	936	64
PFLU_2294	NC_012660.1	2494212	2495459	+	1248	434
PFLU_2295	NC_012660.1	2495671	2497653	+	1983	179
PFLU_2296	NC_012660.1	2497674	2498591	+	918	129
PFLU_2297	NC_012660.1	2498752	2499057	-	306	45
PFLU_2298	NC_012660.1	2499545	2500678	-	1134	202
PFLU_2299	NC_012660.1	2500682	2502235	-	1554	260
PFLU_2300	NC_012660.1	2502235	2503233	-	999	185
PFLU_2301	NC_012660.1	2503462	2504775	-	1314	296
PFLU_2302	NC_012660.1	2504915	2506087	+	1173	191
PFLU_2303	NC_012660.1	2506148	2507410	-	1263	124
PFLU_2304	NC_012660.1	2507469	2509874	-	2406	827
PFLU_2305	NC_012660.1	2510148	2510891	-	744	203
PFLU_2306	NC_012660.1	2510985	2512301	-	1317	112
PFLU_2307	NC_012660.1	2512387	2513361	-	975	43
PFLU_2308	NC_012660.1	2513678	2514349	+	672	38
PFLU_2309	NC_012660.1	2514349	2515566	+	1218	118
PFLU_2310	NC_012660.1	2515603	2516643	-	1041	109
PFLU_2313	NC_012660.1	2519063	2519545	-	483	30
PFLU_2315	NC_012660.1	2519867	2521270	+	1404	181
PFLU_2316	NC_012660.1	2521264	2521827	-	564	21
PFLU_2317	NC_012660.1	2521834	2524728	-	2895	96
PFLU_2318	NC_012660.1	2524728	2525024	-	297	8
PFLU_2319	NC_012660.1	2525041	2526279	-	1239	14
PFLU_2320	NC_012660.1	2526264	2527166	-	903	21
PFLU_2321	NC_012660.1	2527166	2528029	-	864	88
PFLU_2322	NC_012660.1	2528453	2529067	-	615	65
PFLU_2323	NC_012660.1	2529332	2530663	+	1332	24
PFLU_2324	NC_012660.1	2530689	2531594	+	906	19
PFLU_2325	NC_012660.1	2531609	2532280	+	672	35
PFLU_2326	NC_012660.1	2532298	2533617	+	1320	38
PFLU_2327	NC_012660.1	2533796	2535124	+	1329	43
PFLU_2328	NC_012660.1	2536647	2537588	-	942	94
PFLU_2329	NC_012660.1	2537656	2539332	-	1677	100
PFLU_2330	NC_012660.1	2539410	2541719	-	2310	32
PFLU_2331	NC_012660.1	2541722	2543086	-	1365	24
PFLU_2332	NC_012660.1	2543110	2543973	-	864	30
PFLU_2333	NC_012660.1	2544007	2545134	-	1128	16
PFLU_2334	NC_012660.1	2545168	2546190	-	1023	15
PFLU_2335	NC_012660.1	2546196	2547122	-	927	41
PFLU_2336	NC_012660.1	2547122	2547565	-	444	29
PFLU_2337	NC_012660.1	2547651	2548859	+	1209	136
PFLU_2338	NC_012660.1	2548831	2549487	+	657	6
PFLU_2339	NC_012660.1	2549491	2550228	+	738	6
PFLU_2340	NC_012660.1	2550349	2551500	-	1152	56
PFLU_2341	NC_012660.1	2551521	2552327	-	807	44
PFLU_2342	NC_012660.1	2552337	2553251	-	915	42
PFLU_2343	NC_012660.1	2553251	2554273	-	1023	128
PFLU_2344	NC_012660.1	2554505	2555611	-	1107	37
PFLU_2345	NC_012660.1	2555681	2555971	+	291	16
PFLU_2346	NC_012660.1	2556117	2556677	-	561	199
PFLU_2347	NC_012660.1	2556683	2557432	-	750	290
PFLU_2348	NC_012660.1	2557580	2558062	-	483	13
PFLU_2349	NC_012660.1	2558078	2559556	-	1479	230
PFLU_2350	NC_012660.1	2559556	2560401	-	846	91
PFLU_2351	NC_012660.1	2560432	2561019	-	588	28
PFLU_2352	NC_012660.1	2561276	2562178	+	903	170
PFLU_2353	NC_012660.1	2562192	2563481	+	1290	213
PFLU_2354	NC_012660.1	2563481	2564122	+	642	102
PFLU_2355	NC_012660.1	2564225	2565682	+	1458	81
PFLU_2356	NC_012660.1	2565701	2566483	+	783	96
PFLU_2357	NC_012660.1	2566792	2567568	-	777	538
PFLU_2358	NC_012660.1	2567699	2569639	-	1941	236
PFLU_2359	NC_012660.1	2569788	2570675	-	888	311
PFLU_2360	NC_012660.1	2570911	2571813	+	903	374
PFLU_2361	NC_012660.1	2571801	2572844	+	1044	1098
PFLU_2362	NC_012660.1	2572844	2573299	+	456	188
PFLU_2363	NC_012660.1	2573312	2573608	-	297	126
PFLU_2364	NC_012660.1	2573699	2574787	+	1089	134
PFLU_2365	NC_012660.1	2575069	2577201	+	2133	153
PFLU_2366	NC_012660.1	2577339	2578058	-	720	545
PFLU_2367	NC_012660.1	2578110	2579843	-	1734	67
PFLU_2368	NC_012660.1	2580037	2581356	+	1320	80
PFLU_2369	NC_012660.1	2581375	2582361	+	987	120
PFLU_2370	NC_012660.1	2582376	2583953	+	1578	360
PFLU_2371	NC_012660.1	2583973	2584833	+	861	226
PFLU_2372	NC_012660.1	2584911	2585912	+	1002	141
PFLU_2373	NC_012660.1	2585973	2587496	+	1524	187
PFLU_2374	NC_012660.1	2587509	2588474	+	966	216
PFLU_2375	NC_012660.1	2588534	2589679	-	1146	652
PFLU_2376	NC_012660.1	2589818	2590582	+	765	11542
PFLU_2378	NC_012660.1	2591180	2591773	-	594	245
PFLU_2379	NC_012660.1	2591807	2592337	-	531	23
PFLU_2380	NC_012660.1	2592337	2593335	-	999	95
PFLU_2381	NC_012660.1	2593395	2594621	+	1227	689
PFLU_2382	NC_012660.1	2594692	2595516	+	825	203
PFLU_2383	NC_012660.1	2595634	2596557	-	924	76
PFLU_2384	NC_012660.1	2596580	2597356	-	777	83
PFLU_2385	NC_012660.1	2597356	2598357	-	1002	14
PFLU_2386	NC_012660.1	2598523	2600502	+	1980	221
PFLU_2387	NC_012660.1	2601534	2601827	-	294	13
PFLU_2389	NC_012660.1	2602338	2603393	-	1056	786
PFLU_2390	NC_012660.1	2603555	2604649	+	1095	227
PFLU_2391	NC_012660.1	2604785	2605102	+	318	47
PFLU_2392	NC_012660.1	2605102	2606304	+	1203	133
PFLU_2393	NC_012660.1	2606309	2607121	+	813	33
PFLU_2394	NC_012660.1	2607402	2608271	-	870	1269
PFLU_2395	NC_012660.1	2608450	2608953	+	504	45
PFLU_2396	NC_012660.1	2608937	2609878	-	942	208
PFLU_2397	NC_012660.1	2610052	2610678	+	627	103
PFLU_2398	NC_012660.1	2610678	2611352	+	675	329
PFLU_2399	NC_012660.1	2611434	2612564	+	1131	77
PFLU_2400	NC_012660.1	2613450	2613755	+	306	212
PFLU_2402	NC_012660.1	2613941	2614594	+	654	72
PFLU_2403	NC_012660.1	2614654	2615649	-	996	849
PFLU_2404	NC_012660.1	2615649	2616878	-	1230	310
PFLU_2405	NC_012660.1	2616991	2617863	+	873	54
PFLU_2406	NC_012660.1	2617899	2618327	+	429	23
PFLU_2407	NC_012660.1	2618570	2619385	-	816	251
PFLU_2408	NC_012660.1	2619477	2620865	-	1389	56
PFLU_2409	NC_012660.1	2620865	2621764	-	900	206
PFLU_2410	NC_012660.1	2621905	2622969	+	1065	1087
PFLU_2411	NC_012660.1	2623141	2623437	-	297	338
PFLU_2412	NC_012660.1	2623592	2624296	+	705	152
PFLU_2413	NC_012660.1	2624296	2624838	+	543	4
PFLU_2414	NC_012660.1	2624879	2625802	+	924	26
PFLU_2415	NC_012660.1	2625810	2626403	-	594	8
PFLU_2416	NC_012660.1	2626403	2626852	-	450	13
PFLU_2417	NC_012660.1	2626946	2627374	+	429	10
PFLU_2418	NC_012660.1	2627367	2627729	-	363	12
PFLU_2419	NC_012660.1	2627878	2628324	+	447	3
PFLU_2420	NC_012660.1	2628336	2629202	+	867	7
PFLU_2421	NC_012660.1	2629202	2630260	+	1059	17
PFLU_2422	NC_012660.1	2630256	2630765	+	510	11
PFLU_2423	NC_012660.1	2630765	2633074	+	2310	300
PFLU_2424	NC_012660.1	2633906	2635321	+	1416	79
PFLU_2425	NC_012660.1	2635324	2636532	+	1209	27
PFLU_2427	NC_012660.1	2636956	2638137	+	1182	26
PFLU_2428	NC_012660.1	2638346	2650594	+	12249	892
PFLU_2432	NC_012660.1	2651797	2652396	+	600	5
PFLU_2433	NC_012660.1	2652444	2654039	+	1596	73
PFLU_2434	NC_012660.1	2654067	2655863	+	1797	27
PFLU_2435	NC_012660.1	2655878	2656300	+	423	2
PFLU_2436	NC_012660.1	2656307	2657008	+	702	35
PFLU_2437	NC_012660.1	2657053	2658750	+	1698	199
PFLU_2438	NC_012660.1	2658772	2659395	+	624	14
PFLU_2439	NC_012660.1	2659419	2659877	+	459	21
PFLU_2440	NC_012660.1	2659877	2660815	+	939	21
PFLU_2441	NC_012660.1	2660869	2661861	+	993	24
PFLU_2442	NC_012660.1	2662049	2662912	-	864	152
PFLU_2443	NC_012660.1	2663006	2663551	+	546	22
PFLU_2444	NC_012660.1	2663602	2664153	+	552	405
PFLU_2445	NC_012660.1	2664202	2664954	+	753	116
PFLU_2446	NC_012660.1	2664969	2665685	+	717	300
PFLU_2447	NC_012660.1	2665756	2666307	-	552	93
PFLU_2448	NC_012660.1	2666383	2668188	-	1806	162
PFLU_2449	NC_012660.1	2668411	2668773	+	363	68
PFLU_2450	NC_012660.1	2668769	2669071	+	303	41
PFLU_2451	NC_012660.1	2669123	2670022	-	900	67
PFLU_2452	NC_012660.1	2670079	2671980	-	1902	64
PFLU_2453	NC_012660.1	2672029	2672985	-	957	97
PFLU_2454	NC_012660.1	2673068	2673880	-	813	47
PFLU_2455	NC_012660.1	2673958	2674752	+	795	307
PFLU_2456	NC_012660.1	2675010	2676602	+	1593	784
PFLU_2457	NC_012660.1	2676647	2677963	+	1317	188
PFLU_2458	NC_012660.1	2677997	2678371	-	375	79
PFLU_2459	NC_012660.1	2678371	2678727	-	357	122
PFLU_2460	NC_012660.1	2678890	2679819	-	930	115
PFLU_2461	NC_012660.1	2679962	2680423	+	462	31
PFLU_2462	NC_012660.1	2680431	2680880	+	450	111
PFLU_2463	NC_012660.1	2680973	2681140	+	168	2845
PFLU_2465	NC_012660.1	2682268	2682546	-	279	653
PFLU_2466	NC_012660.1	2682557	2682796	-	240	1169
PFLU_2467	NC_012660.1	2682908	2683675	+	768	399
PFLU_2468	NC_012660.1	2683769	2683939	+	171	12
PFLU_2469	NC_012660.1	2683973	2684929	+	957	79
PFLU_2470	NC_012660.1	2684984	2686024	-	1041	213
PFLU_2471	NC_012660.1	2686042	2686986	-	945	112
PFLU_2472	NC_012660.1	2687145	2688080	-	936	62
PFLU_2473	NC_012660.1	2688291	2689598	+	1308	72
PFLU_2474	NC_012660.1	2689621	2690391	+	771	55
PFLU_2475	NC_012660.1	2690404	2691093	-	690	189
PFLU_2477	NC_012660.1	2692124	2692597	+	474	65
PFLU_2478	NC_012660.1	2692648	2693091	+	444	32
PFLU_2479	NC_012660.1	2693182	2693565	+	384	34
